MRP,SP,cat_url,description,img_url,product_url,title,
45,41.85,https://www.jiomart.com/c/groceries/personal-care/oral-care/132,"Patanjali Dant Kanti Dental Cream is just the right product that protects your teeth. Enriched with the goodness of Akarkara and Babul that has the power to protect the gums and Neem, Timbaru (Strychnos nux vomica or Diospyros), Turmeric and cloves provide great protection and removal of bacteria. Get complete protection from all dental problems like pyorrhea, gingivitis, and bad odour. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491061077/patanjali-dant-kanti-dental-cream-100-gm-0-20200518.jpg,https://www.jiomart.com/p/groceries/patanjali-dant-kanti-dental-cream-100-g/491061077,Patanjali Dant Kanti Dental Cream 100 g,
99,74,https://www.jiomart.com/c/groceries/personal-care/oral-care/132,"A toothbrush is required on a daily basis to maintain dental hygiene for you and your family. Hence, a quality toothbrush is must to keep your teeth clean. Colgate offers the best-class quality toothbrush as per your need. Colgate Zig Zag Black Soft Toothbrush works much better than an ordinary toothbrush. Its bristles are made up of premium material that effectively removes dirt and food particles. It gives you white and sparkling teeth to go about your day. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491276478/colgate-zig-zag-black-soft-toothbrush-pack-of-5-0-20200518.jpg,https://www.jiomart.com/p/groceries/colgate-zig-zag-black-soft-toothbrush-pack-of-5/491276478,Colgate Zig Zag Charcoal Toothbrush (Pack of 4),
88,78,https://www.jiomart.com/c/groceries/personal-care/oral-care/132,"Carry a confident, healthy and white smile after using Colgate Strong Teeth Dental Cream Toothpaste. This toothpaste has an advanced dental formula that protects your teeth and gums from cavities and plaque. Enjoy clean and fresh breath all day long with complete care kit for your family's oral health. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002195/colgate-strong-teeth-dental-cream-toothpaste-200-g-0-20201015.jpg,https://www.jiomart.com/p/groceries/colgate-strong-teeth-dental-cream-toothpaste-200-g/490002195,Colgate Strong Teeth Dental Cream Toothpaste 200 g,
85,79,https://www.jiomart.com/c/groceries/personal-care/oral-care/132,"Patanjali Dant Kanti Dental Cream is just the right product that protects your teeth. Enriched with the goodness of Akarkara and Babul that has the power to protect the gums and Neem, Timbaru (Strychnos nux vomica or Diospyros), Turmeric and cloves provide great protection and removal of bacteria. Get complete protection from all dental problems like pyorrhea, gingivitis, and bad odour. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491061078/patanjali-dant-kanti-dental-cream-200-gm-0-20200518.jpg,https://www.jiomart.com/p/groceries/patanjali-dant-kanti-dental-cream-200-g/491061078,Patanjali Dant Kanti Dental Cream 200 g,
134,120.6,https://www.jiomart.com/c/groceries/personal-care/oral-care/132,"Carry a confident, healthy and white smile after using Colgate Strong Teeth Dental Cream Toothpaste. This toothpaste has an advanced dental formula that protects your teeth and gums from cavities and plaque. Enjoy clean and fresh breath all day long with complete care kit for your family's oral health. Along with flossing, brush your teeth twice a day with Colgate Strong Teeth Dental Cream Toothpaste for great results. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002198/colgate-strong-teeth-dental-cream-toothpaste-200-g-100-g--0-20200621.jpeg,https://www.jiomart.com/p/groceries/colgate-strong-teeth-dental-cream-toothpaste-200-g-100-g/490002198,Colgate Strong Teeth Dental Cream Toothpaste (200 g + 100 g),
100,80,https://www.jiomart.com/c/groceries/personal-care/oral-care/132,"Give your family a revolutionary brushing solution with Sensodyne Sensitive Toothbrush. It takes good care of your oral health, giving you a germ free and clean mouth. With its perfectly angled, criss-cross bristles, this brush helps in cleaning plaque with ease, giving you a healthy and glowing smile. So what are you waiting for? Buy this product online at this best rate, right here!",https://www.jiomart.com/images/product/420x420/491061025/sensodyne-sensitive-soft-toothbrush-2-1-on-pack-0-20200921.jpg,https://www.jiomart.com/p/groceries/sensodyne-sensitive-soft-toothbrush-pack-of-2/491061025,Sensodyne Sensitive (Soft) Toothbrush (2+1 on Pack),
170,157,https://www.jiomart.com/c/groceries/personal-care/oral-care/132,"Say goodbye to oral problems with Sensodyne Sensitive Fresh Mint Toothpaste. It helps keep your teeth strong and your breath odour free. It also helps remove stains for a whiter and brighter smile, while relieving sensitive teeth by building a protective barrier that blocks the sensitivity caused by hot, cold, sweet and other contact triggers. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490959103/sensodyne-sensitive-fresh-mint-toothpaste-150-gm-0-20200518.jpg,https://www.jiomart.com/p/groceries/sensodyne-sensitive-fresh-mint-toothpaste-150-g/490959103,Sensodyne Sensitive Fresh Mint Toothpaste 150 g,
120,75,https://www.jiomart.com/c/groceries/personal-care/oral-care/132,"Colgate Sensitive Toothbrush has densely tufted ultra-soft bristles that are gentle on your teeth and gums, thereby, providing superior gentle cleaning to your teeth. Its flexible neck joint helps reduce pressure on gums, and the enhanced rubber thumb grip handle gives a better grip for improved brushing control. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491350163/colgate-sensitive-toothbrush-pack-of-4-0-20201015.jpg,https://www.jiomart.com/p/groceries/colgate-sensitive-toothbrush-pack-of-4/491350163,Colgate Sensitive Toothbrush (Pack of 4),
145,96.67,https://www.jiomart.com/c/groceries/personal-care/oral-care/132,"Meswak is a scientifically formulated herbal toothpaste with pure extract of the Miswak plant Salvadore Persica. The astringent and anti-bacterial properties in Meswak Complete Oral Care Toothpaste helps reduce tooth decay, fight plaque and prevent gum diseases. It is scientifically proven to reduce tartar and plaque, fight germs and bacteria to keep gums healthy, eliminate bad breath and ensure strengthening of the teeth. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490729077/meswak-complete-oral-care-family-pack-toothpaste-200-100-g-0-20200930.jpg,https://www.jiomart.com/p/groceries/meswak-complete-oral-care-family-pack-toothpaste-200-100-g/490729077,Meswak Complete Oral Care Family Pack Toothpaste (200+ 100) g,
165,153.45,https://www.jiomart.com/c/groceries/home-care/dishwash/148,Remove the toughest of grease and stains from utensils easily and conveniently by Pril Perfect Lime Dishwash Liquid. The triple action formula eradicates the tough grease and grime from the soiled utensils. It kills all the germs and bacteria and removes residual food odour effectively. The one-stop solution for all those greasy utensils! So go ahead and buy this product online today!,https://www.jiomart.com/images/product/420x420/490415173/pril-perfect-lime-dishwash-liquid-750-ml-0-20201014.jpg,https://www.jiomart.com/p/groceries/pril-active-lime-dishwash-liquid-750-ml/490415173,Pril Perfect Lime Dishwash Liquid 750 ml,
67,52,https://www.jiomart.com/c/groceries/home-care/dishwash/148,"Exo Touch & Shine Anti-Bacterial Round Dishwash Bar is formulated to remove the toughest of grease, oil stickiness and bad smell from the utensils. It helps in cleaning burnt stains from the utensils effortlessly. This gives you a refreshing experience in the kitchen and is soft on hands. So go ahead and buy this product online today!",https://www.jiomart.com/images/product/420x420/491167952/exo-touch-shine-anti-bacterial-round-dishwash-bar-700-g-0-20200930.jpg,https://www.jiomart.com/p/groceries/exo-touch-shine-anti-bacterial-round-dishwash-bar-700-g-free-scrubber/491167952,Exo Touch & Shine Anti-Bacterial Round Dishwash Bar 700 g,
45,39,https://www.jiomart.com/c/groceries/home-care/dishwash/148,"Vim Dishwash Bar has the power of 100 lemons, which helps clean tough grease from utensils easily. It has a unique patented plastic coating at the bottom of the bar which helps prevent it from sagging quickly. So go ahead and buy this product online today!",https://www.jiomart.com/images/product/420x420/490346029/vim-dishwash-bar-200-g-pack-of-3-0-20200629.jpg,https://www.jiomart.com/p/groceries/vim-dishwash-bar-200-g-pack-of-3/490346029,Vim Dishwash Bar 200 g (Pack of 3),
86,79.98,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"It's time to reduce dull skin whilst brightening with Pond's White Beauty Spot-Less Fairness Face Wash. The Pro-Vitamin B3 helps reduce dark spots to produce a translucent complexion. It is enriched with the goodness of ingredients that helps you get visible results in just a few days of its use. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490366000/pond-s-white-beauty-spot-less-fairness-face-wash-with-micro-foam-50-g-0-20201015.jpg,https://www.jiomart.com/p/groceries/pond-s-white-beauty-spot-less-fairness-face-wash-with-micro-foam-50-g/490366000,Pond's White Beauty Spot-Less Fairness Face Wash with Micro Foam 50 g,
60,55.8,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Patanjali Saundarya Face Wash with Orange Peel, Neem, Tulsi & Aloe Vera is rich in the nourishing, healing and rejuvenating properties of Aloe Vera. The face wash gently removes dirt and grime and deep cleanses without drying the skin. It is enriched with Neem and Tulsi that cleanses, disinfects and tightens the skin, thus giving you a clean and smooth look. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491061087/patanjali-saundarya-face-wash-with-orange-peel-neem-tulsi-aloe-vera-60-g-0-20200918.jpg,https://www.jiomart.com/p/groceries/patanjali-saundarya-face-wash-with-orange-peel-neem-tulsi-aloe-vera-60-g/491061087,"Patanjali Saundarya Face Wash with Orange Peel, Neem, Tulsi & Aloe Vera 60 g",
85,79.05,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Nivea Soft Vitamin E Light Moisturiser is the best cream for your skin but also with your lifestyle. It is enriched with the goodness of Jojoba Oil and Vitamin E that refreshes your skin, thus leaving a unique fragrance and making it smooth, supple and healthy. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490052694/nivea-all-purpose-soft-cr-me-50-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/nivea-soft-vitamin-e-light-moisturiser-50-ml/490052694,Nivea Soft Vitamin E Light Moisturiser 50 ml,
135,122,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Nivea Crème builds a protective layer on your skin that guards it from harmful external influences like heat, cold, humidity and pollution. It not only cares for the skin but also prevents loss of moisture. This product is an everyday, multi-purpose moisturizing cream that protects your skin, thus giving it relief from any kind of damage. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490052692/nivea-cr-me-100-ml-0-20200919.jpg,https://www.jiomart.com/p/groceries/nivea-cr-me-100-ml/490052692,Nivea Crème 100 ml,
99,92.07,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Acne and pimples are the biggest concerns for young men. Garnier Men Acno Fight Anti-Pimple Face Wash is the first cleanser for men that visibly fights 6 signs of pimples, making it the right choice for all your skin related problems. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491100946/garnier-men-acno-fight-anti-pimple-facewash-50-g-0-20201016.jpg,https://www.jiomart.com/p/groceries/garnier-men-acno-fight-anti-pimple-face-wash-50-g/491100946,Garnier Men Acno Fight Anti-Pimple Facewash 50 g,
95,88.35,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Pond's Pure White Deep Cleansing Facial Foam removes blemishes from deep within that targets the skin and reduces the cause of acne and blemishes. It is enriched with the goodness of Activated Carbon that helps you get visible results in just a few days of its use. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490809416/pond-s-pure-white-anti-pollution-purity-face-wash-with-activated-charcoal-50-g-0-20200629.jpg,https://www.jiomart.com/p/groceries/pond-s-pure-white-anti-pollution-purity-face-wash-with-activated-charcoal-50-g/490809416,Pond's Pure White Anti Pollution + Purity Face Wash with Activated Charcoal 50 g,
189,94.5,https://www.jiomart.com/c/groceries/personal-care/skin-care/122," Get even toned skin and protect yourself from bad odour in just few minutes with Get Real Floral Talcum Powder. This talc helps you get a perfectly defined look and all-day-long freshness. It protects your skin from germs, thus giving you a ready-to-go oil free look. The smooth texture of this powder helps you get a seamless application, giving your skin a perfect complexion. So what are you waiting for? Buy the product online at the best rate, right here! ",https://www.jiomart.com/images/product/420x420/491639107/get-real-floral-talcum-powder-300-g-50-off-on-1-unit-0-20200729.jpg,https://www.jiomart.com/p/groceries/get-real-floral-talcum-powder-300-g-50-off-on-1-unit/491639107,Get Real Floral Talcum Powder 300 g (50% off on 1 Unit),
189,94.5,https://www.jiomart.com/c/groceries/personal-care/skin-care/122," Get even toned skin and protect yourself from bad odour in just few minutes with Get Real Lavender Talcum Powder. This talc helps you get a perfectly defined look and all-day-long freshness. It protects your skin from germs, thus giving you a ready-to-go oil free look. The smooth texture of this powder helps you get a seamless application, giving your skin a perfect complexion. So what are you waiting for? Buy the product online at the best rate, right here! ",https://www.jiomart.com/images/product/420x420/491639109/get-real-lavender-talcum-powder-300-g-50-off-on-1-unit-0-20200729.jpg,https://www.jiomart.com/p/groceries/get-real-lavender-talcum-powder-300-g-50-off-on-1-unit/491639109,Get Real Lavender Talcum Powder 300 g (50% off on 1 Unit),
210,189,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Nivea Body Milk 48 Hour Nourishing Lotion is enriched with the goodness of Almond oil that helps you keep your skin hydrated, thus giving it the right nourishment and freshness. So what are you waiting for? Buy the product at the best rate, right here! ",https://www.jiomart.com/images/product/420x420/491173898/nivea-body-milk-nourishing-lotion-for-very-dry-skin-200-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/nivea-body-milk-48-hour-nourishing-lotion-for-very-dry-skin-200-ml/491173898,Nivea Body Milk 48 Hour Nourishing Lotion for Very Dry Skin 200 ml,
130,120,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"It's time to scrub away the dead skin cells & blackheads with Everyuth Walnut Exfoliating Scrub. It is enriched with the goodness of Walnut Shell Particles and Vitamin E. It exfoliates the skin, thus giving you smoother, velvety and beautiful skin in no time. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490003466/everyuth-walnut-exfoliating-scrub-100-g-0-20200930.jpg,https://www.jiomart.com/p/groceries/everyuth-walnut-exfoliating-scrub-100-g/490003466,Everyuth Walnut Exfoliating Scrub 100 g,
145,115,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"If you are looking for a burst of morning energy at any time of the day, look no further! Try Clean & Clear Morning Energy Energizing Lemon Face Wash. It thoroughly removes oil and dirt from your skin, enriched with the goodness of ingredients that prevents common skin problems, without drying out the skin. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490957907/clean-clear-morning-energy-energizing-lemon-face-wash-100-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/clean-clear-morning-energy-energizing-lemon-face-wash-100-ml/490957907,Clean & Clear Morning Energy Energizing Lemon Face Wash 100 ml,
349,234,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,Get even toned and nourished skin with Nivea Body Milk Nourishing Lotion. This body lotion helps you get a perfectly moisturized skin during winters. It is enriched with the goodness of Almond oil that helps you keep your skin hydrated. So what are you waiting for? Try this product today. Buy it online here!,https://www.jiomart.com/images/product/420x420/490052699/nivea-body-milk-48-hour-nourishing-lotion-for-very-dry-skin-400-ml-0-20201001.jpg,https://www.jiomart.com/p/groceries/nivea-body-milk-48-hour-nourishing-lotion-for-very-dry-skin-400-ml/490052699,Nivea Body Milk 48 Hour Nourishing Lotion for Very Dry Skin 400 ml,
65,60.45,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Himalaya Purifying Neem Face Wash is a soap-free and herbal formulation. It helps to clean impurities and pimples from your skin. A natural blend of Neem and Turmeric that brings together their antibacterial and anti fungal properties which prevents the recurrence of acne over time. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490003412/himalaya-purifying-neem-face-wash-50-ml-0-20201013.jpg,https://www.jiomart.com/p/groceries/himalaya-purifying-neem-face-wash-50-ml/490003412,Himalaya Purifying Neem Face Wash 50 ml,
45,40.5,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Dabur Gulabari Premium Rose Water is a natural toner that cleanses your skin from deep within ridding it of any dirt, grime or foreign bodies that can damage your skin. It Invigorates, refreshes and cleanses your skin with the goodness of natural Rose extracts. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490004836/dabur-gulabari-premium-rose-water-120-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/dabur-gulabari-premium-rose-water-120-ml/490004836,Dabur Gulabari Premium Rose Water 120 ml,
149,119.1,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Reduce skin dullness whilst brightening with the Pond's White Beauty Spot-Less Fairness Face Wash. Pro-Vitamin B3 helps reduce dark spots to produce a translucent complexion. This is enriched with the goodness of Pro-Vitamin B3 & see visible results in just a few days of its use. Give your skin the nourishment and freshness it has been waiting for. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490691485/pond-s-white-beauty-spot-less-fairness-face-wash-with-micro-foam-100-g-0-20200921.jpg,https://www.jiomart.com/p/groceries/pond-s-white-beauty-spot-less-fairness-face-wash-with-micro-foam-100-g/490691485,Pond's White Beauty Spot-Less Fairness Face Wash with Micro Foam 100 g,
250,199,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Nivea Men All In 1 10X Vitamin C Effect Face Wash is a convenient way to attain spotless and oil free look. It is a men's face wash that solves multiple problems on their face, like dark spots, acne and excess oil. So what are you waiting for? Buy the product at the best rate, right here! ",https://www.jiomart.com/images/product/420x420/491160197/nivea-men-all-in-1-10x-vitamin-c-effect-face-wash-100-g-0-20201015.jpg,https://www.jiomart.com/p/groceries/nivea-men-all-in-1-10x-vitamin-c-effect-face-wash-100-g/491160197,Nivea Men All In 1 10X Vitamin C Effect Face Wash 100 g,
120,108,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Clean & Clear Foaming Face Wash helps remove excess oil from the skin, while its special ingredients help reduce pimples. It has a liquid formula that cleans it from deep within, thus giving you hydrated skin. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490402996/clean-clear-oil-free-foaming-face-wash-100-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/clean-clear-foaming-face-wash-100-ml/490402996,Clean & Clear Foaming Face Wash 100 ml,
190,165,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Pond's Pure White Anti Pollution + Purity Face Wash with Activated Charcoal removes blemishes from deep within the skin and reduces the cause of acne and blemishes. It is enriched with the goodness of Activated Carbon that helps you get visible results in just a few days of its use. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490809417/pond-s-pure-white-anti-pollution-purity-face-wash-with-activated-charcoal-100-g-0-20200919.jpg,https://www.jiomart.com/p/groceries/pond-s-pure-white-anti-pollution-purity-face-wash-with-activated-charcoal-100-g/490809417,Pond's Pure White Anti Pollution + Purity Face Wash with Activated Charcoal 100 g,
120,108,https://www.jiomart.com/c/groceries/personal-care/skin-care/122,"Himalaya Purifying Neem Face Wash is a soap-free, herbal formulation that cleans impurities and helps clear pimples. A natural blend of Neem and Turmeric bring together their antibacterial and anti fungal properties to prevent the recurrence of acne over time. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490003413/himalaya-purifying-neem-facewash-100-ml-tube-0-20200518.jpg,https://www.jiomart.com/p/groceries/himalaya-purifying-neem-face-wash-100-ml/490003413,Himalaya Purifying Neem Face Wash 100 ml,
38,35.34,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Mysore Sandal Soap is made from vegetable oils that contain pure natural Mysore Sandalwood Oil, along with skin care conditioners &moisturizers. Sandalwood oil is a natureâ€™s gift, emanates lingering fragrance that keeps your skin glowing, soft, blemish-free, forever young & beautiful. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490003581/mysore-sandal-soap-75-gm-0-20200518.jpg,https://www.jiomart.com/p/groceries/mysore-sandal-soap-75-g/490003581,Mysore Sandal Soap 75 g,
72,66.96,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Give your skin a soft and glowing look and feel with Godrej No.1 Sandal & Turmeric Soap, this hydrates your skin & gives it a nourishing touch. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002540/godrej-no-1-sandal-turmeric-soap-100-gm-pack-of-4-0-20200518.jpg,https://www.jiomart.com/p/groceries/godrej-no-1-sandal-turmeric-soap-100-g-pack-of-4/490002540,Godrej No.1 Sandal & Turmeric Soap 100 g (Pack of 4),
135,125,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Cinthol Original Deo & Complexion Soap is a refreshing bathing bar that helps in removing the dirt gently and cleanses the skin effectively. Its high TFM keeps your skin healthy and glowing, giving you 99.9% protection from skin damage. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490985942/cinthol-original-soap-100-gm-pack-of-4-0-20200518.jpg,https://www.jiomart.com/p/groceries/cinthol-original-deo-complexion-soap-100-g-pack-of-4/490985942,Cinthol Original Deo & Complexion Soap 100 g (Pack of 4),
45,41.85,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Personal hygiene plays a critical role in preventing the spread of illness and infection. Poor personal hygiene can cause infection, skin complaints, unpleasant smells and skin infections. Dettol Original Hand Wash provides strong protection from germs and protects against hundred illness-causing germs. So what are you waiting for? Buy this product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002857/dettol-original-liquid-hand-wash-refill-175-ml-0-20201015.jpg,https://www.jiomart.com/p/groceries/dettol-original-liquid-hand-wash-refill-175-ml/490002857,Dettol Original Liquid Hand Wash Refill 175 ml,
150,139.5,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Santoor Sandal & Almond Milk Soap has deep acting ingredients of Sandal and Almond Milk that soften and moisturize your skin making it look younger. The new variant 'Moisturized Soft Skin' provides a whole new bathing experience. A new lingering fragrance enhances the entire experience. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002259/santoor-sandal-almond-milk-soap-115-g-pack-of-4-0-20201013.jpg,https://www.jiomart.com/p/groceries/santoor-sandal-almond-milk-soap-115-g-pack-of-4/490002259,Santoor Sandal & Almond Milk Soap 115 g (Pack of 4),
60,55.8,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Mysore Sandal Soap is made from vegetable oils that contain pure natural Mysore Sandalwood Oil, along with skincare conditioners & moisturizers. Sandalwood oil is a natureâ€™s gift, emanates lingering fragrance that keeps your skin glowing, soft, blemish-free, forever young & beautiful. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490003580/mysore-sandal-soap-125-gm-0-20200518.jpg,https://www.jiomart.com/p/groceries/mysore-sandal-soap-125-g/490003580,Mysore Sandal Soap 125 g,
220,204.6,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Mysore Sandal Soap is made from vegetable oils that contain pure natural Mysore Sandalwood Oil, along with skincare conditioners & moisturizers. Sandalwood oil is a natureâ€™s gift, emanates lingering fragrance that keeps your skin glowing, soft, blemish-free, forever young & beautiful. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490003586/mysore-sandal-soap-150-g-pack-of-3-0-20201013.jpg,https://www.jiomart.com/p/groceries/mysore-sandal-soap-150-g-pack-of-3/490003586,Mysore Sandal Soap 150 g (Pack of 3),
160,129,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Medimix Ayurvedic 18-Herbs Classic Soap nourishes and protects your skin. This Ayurvedic soap is effective in treating acne, blemishes, prickly heat and other skin ailments. Strongly rooted in Ayurveda, this amalgamation of 18-herbs has been on a constant endeavour to spread the happiness that comes from having young and healthy skin. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491019490/medimix-ayurvedic-classic-soap-125-gm-buy-4-get-1-free--0-20200528.jpeg,https://www.jiomart.com/p/groceries/medimix-ayurvedic-18-herbs-classic-soap-125-g-pack-of-4/491019490,Medimix Ayurvedic 18-Herbs Classic Soap 125 g Pack of 4 +1 (On Pack),
105,94.5,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Medimix Classic Ayurvedic Soap has been used by families for many generations, to maintain healthy and clear skin. Its unique and time-tested formulation combines the goodness of 18 herbs that help protect the skin from blemishes, pimples, dry skin and acne. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490429812/medimix-ayurvedic-classic-soap-125-gm-pack-of-3--0-20200528.jpeg,https://www.jiomart.com/p/groceries/medimix-ayurvedic-18-herbs-classic-soap-125-g-pack-of-3/490429812,Medimix Ayurvedic 18-Herbs Classic Soap 125 g (Pack of 3),
72,66.96,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Experience the freshness with Godrej No.1 Lime and Aloe Vera Soap. It is enriched with the goodness of Lime and Aloe Vera which is known for its invigoration which retains the moisture of the skin to keep it soft and gentle. This nourishes and gives you a glowing skin. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490560274/godrej-no-1-lime-aloe-vera-soap-100-g-pack-of-4--0-20200621.jpeg,https://www.jiomart.com/p/groceries/godrej-no-1-lime-aloe-vera-soap-100-g-pack-of-4/490560274,Godrej No.1 Lime & Aloe Vera Soap 100 g (Pack of 4),
25,23.25,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Keep germs at bay with this 'on-the-go' Lifebuoy Immunity Boosting Total 10 Hand Sanitizer. It is enriched with Moisturisers and Vitamin E that leave your hands 99.99% germ-free. Its also a great way to keep your hands sanitized after touching toilet doors, bus handles, currency notes and other surfaces that are hotbeds of germs. Lifebuoy Immunity Boosting Hand Sanitizer comes in great fragrances that keep your hands smelling fresh and great. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490642398/lifebuoy-immunity-boosting-total-10-hand-sanitizer-50-ml-0-20200921.jpg,https://www.jiomart.com/p/groceries/lifebuoy-immunity-boosting-total-10-hand-sanitizer-50-ml/490642398,Lifebuoy Immunity Boosting Total 10 Hand Sanitizer 50 ml,
96,89.28,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Dettol Original Soap with classic Dettol fragrance provides Dettol's trusted germ protection from a wide range of unseen germs. It cleanses and protects your skin keeping you healthy every day. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491390879/dettol-original-soap-75-g-pack-of-4-0-20200921.jpg,https://www.jiomart.com/p/groceries/dettol-original-soap-75-g-pack-of-4/491390879,Dettol Original Soap 75 g (Pack of 4),
200,186,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Dettol Cool Soap with Crispy Menthol has nourishing moisturizers. Dettol's trusted germ protection helps make skin softer smoother and healthier every day. It protects against a wide range of unseen germs with nourishing multi-vitamins. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491107792/dettol-cool-soap-with-crispy-menthol-125-g-pack-of-4--0-20200621.jpeg,https://www.jiomart.com/p/groceries/dettol-cool-soap-with-crispy-menthol-125-g-pack-of-4/491107792,Dettol Cool Soap with Crispy Menthol 125 g (Pack of 4),
172,149,https://www.jiomart.com/c/groceries/personal-care/bath-hand-wash/119,"Santoor Sandal & Turmeric Soap carries the secret of younger looking skin. Enriched with the goodness of Sandal & Turmeric, it is infused with a scent that gives you a long-lasting freshness for the whole day. Give your skin the nourishment it is waiting for with this scented soap. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490875134/santoor-sandal-turmeric-soap-150-g-pack-of-4-0-20201015.jpg,https://www.jiomart.com/p/groceries/santoor-sandal-turmeric-soap-150-g-pack-of-4/490875134,Santoor Sandal & Turmeric Soap 150 g (Pack of 4),
